"Date","Animals in Residence"
"2020-07-31","97"
"2020-08-01","99"
"2020-08-02","99"
"2020-08-03","99"
"2020-08-04","102"
"2020-08-05","100"
"2020-08-06","89"
"2020-08-07","87"
"2020-08-08","89"
"2020-08-09","90"
"2020-08-10","90"
"2020-08-11","94"
"2020-08-12","101"
"2020-08-13","97"
"2020-08-14","95"
"2020-08-15","93"
"2020-08-16","94"
"2020-08-17","96"
"2020-08-18","97"
"2020-08-19","85"
"2020-08-20","72"
"2020-08-21","63"
"2020-08-22","52"
"2020-08-23","55"
"2020-08-24","57"
"2020-08-25","59"
"2020-08-26","57"
"2020-08-27","59"
"2020-08-28","58"
"2020-08-29","50"
"2020-08-30","51"
"2020-08-31","54"
"2020-09-01","56"
"2020-09-02","57"
"2020-09-03","59"
"2020-09-04","59"
"2020-09-05","60"
"2020-09-06","61"
"2020-09-07","63"
"2020-09-08","64"
"2020-09-09","62"
"2020-09-10","75"
"2020-09-11","78"
"2020-09-12","80"
"2020-09-13","80"
"2020-09-14","81"
"2020-09-15","79"
"2020-09-16","76"
"2020-09-17","91"
"2020-09-18","89"
"2020-09-19","90"
"2020-09-20","90"
"2020-09-21","92"
"2020-09-22","96"
"2020-09-23","100"
"2020-09-24","94"
"2020-09-25","91"
"2020-09-26","89"
"2020-09-27","90"
"2020-09-28","70"
"2020-09-29","72"
"2020-09-30","73"
"2020-10-01","76"
"2020-10-02","69"
"2020-10-03","66"
"2020-10-04","66"
"2020-10-05","70"
"2020-10-06","66"
"2020-10-07","87"
"2020-10-08","86"
"2020-10-09","87"
"2020-10-10","91"
"2020-10-11","91"
"2020-10-12","91"
"2020-10-13","88"
"2020-10-14","87"
"2020-10-15","85"
"2020-10-16","83"
"2020-10-17","87"
"2020-10-18","88"
"2020-10-19","94"
"2020-10-20","92"
"2020-10-21","90"
"2020-10-22","93"
"2020-10-23","96"
"2020-10-24","94"
"2020-10-25","95"
"2020-10-26","98"
"2020-10-27","97"
"2020-10-28","94"
"2020-10-29","96"
"2020-10-30","95"
"2020-10-31","97"
"2020-11-01","100"
"2020-11-02","100"
"2020-11-03","99"
"2020-11-04","84"
"2020-11-05","82"
"2020-11-06","84"
"2020-11-07","87"
"2020-11-08","87"
"2020-11-09","90"
"2020-11-10","85"
"2020-11-11","86"
"2020-11-12","88"
"2020-11-13","86"
"2020-11-14","84"
"2020-11-15","84"
"2020-11-16","87"
"2020-11-17","111"
"2020-11-18","107"
"2020-11-19","113"
"2020-11-20","109"
"2020-11-21","110"
"2020-11-22","110"
"2020-11-23","103"
"2020-11-24","109"
"2020-11-25","107"
"2020-11-26","107"
"2020-11-27","109"
"2020-11-28","112"
"2020-11-29","116"
"2020-11-30","122"
"2020-12-01","123"
"2020-12-02","119"
"2020-12-03","118"
"2020-12-04","114"
"2020-12-05","105"
"2020-12-06","107"
"2020-12-07","109"
"2020-12-08","104"
"2020-12-09","103"
"2020-12-10","100"
"2020-12-11","100"
"2020-12-12","102"
"2020-12-13","102"
"2020-12-14","103"
"2020-12-15","105"
"2020-12-16","105"
"2020-12-17","105"
"2020-12-18","108"
"2020-12-19","108"
"2020-12-20","108"
"2020-12-21","109"
"2020-12-22","107"
"2020-12-23","111"
"2020-12-24","109"
"2020-12-25","109"
"2020-12-26","113"
"2020-12-27","113"
"2020-12-28","117"
"2020-12-29","115"
"2020-12-30","116"
"2020-12-31","114"
"2021-01-01","114"
"2021-01-02","107"
"2021-01-03","107"
"2021-01-04","109"
"2021-01-05","112"
"2021-01-06","101"
"2021-01-07","100"
"2021-01-08","98"
"2021-01-09","93"
"2021-01-10","94"
"2021-01-11","96"
"2021-01-12","95"
"2021-01-13","94"
"2021-01-14","92"
"2021-01-15","91"
"2021-01-16","94"
"2021-01-17","94"
"2021-01-18","94"
"2021-01-19","101"
"2021-01-20","100"
"2021-01-21","106"
"2021-01-22","104"
"2021-01-23","100"
"2021-01-24","100"
"2021-01-25","101"
"2021-01-26","99"
"2021-01-27","103"
"2021-01-28","103"
"2021-01-29","106"
"2021-01-30","109"
"2021-01-31","109"
"2021-02-01","111"
"2021-02-02","109"
"2021-02-03","102"
"2021-02-04","102"
"2021-02-05","99"
"2021-02-06","95"
"2021-02-07","95"
"2021-02-08","99"
"2021-02-09","98"
"2021-02-10","99"
"2021-02-11","93"
"2021-02-12","94"
"2021-02-13","96"
"2021-02-14","98"
"2021-02-15","98"
"2021-02-16","100"
"2021-02-17","92"
"2021-02-18","83"
"2021-02-19","83"
"2021-02-20","85"
"2021-02-21","86"
"2021-02-22","90"
"2021-02-23","84"
"2021-02-24","84"
"2021-02-25","79"
"2021-02-26","77"
"2021-02-27","76"
"2021-02-28","76"
"2021-03-01","83"
"2021-03-02","82"
"2021-03-03","79"
"2021-03-04","81"
"2021-03-05","80"
"2021-03-06","75"
"2021-03-07","77"
"2021-03-08","76"
"2021-03-09","75"
"2021-03-10","73"
"2021-03-11","72"
"2021-03-12","70"
"2021-03-13","73"
"2021-03-14","73"
"2021-03-15","72"
"2021-03-16","76"
"2021-03-17","58"
"2021-03-18","58"
"2021-03-19","61"
"2021-03-20","57"
"2021-03-21","58"
"2021-03-22","61"
"2021-03-23","62"
"2021-03-24","57"
"2021-03-25","59"
"2021-03-26","61"
"2021-03-27","63"
"2021-03-28","63"
"2021-03-29","64"
"2021-03-30","65"
"2021-03-31","66"
"2021-04-01","70"
"2021-04-02","72"
"2021-04-03","76"
"2021-04-04","78"
"2021-04-05","81"
"2021-04-06","77"
"2021-04-07","72"
"2021-04-08","70"
"2021-04-09","68"
"2021-04-10","71"
"2021-04-11","71"
"2021-04-12","74"
"2021-04-13","74"
"2021-04-14","73"
"2021-04-15","72"
"2021-04-16","73"
"2021-04-17","73"
"2021-04-18","78"
"2021-04-19","79"
"2021-04-20","82"
"2021-04-21","80"
"2021-04-22","77"
"2021-04-23","80"
"2021-04-24","86"
"2021-04-25","88"
"2021-04-26","93"
"2021-04-27","96"
"2021-04-28","102"
"2021-04-29","99"
"2021-04-30","100"
"2021-05-01","102"
"2021-05-02","102"
"2021-05-03","104"
"2021-05-04","106"
"2021-05-05","103"
"2021-05-06","98"
"2021-05-07","101"
"2021-05-08","91"
"2021-05-09","91"
"2021-05-10","96"
"2021-05-11","93"
"2021-05-12","93"
"2021-05-13","93"
"2021-05-14","95"
"2021-05-15","95"
"2021-05-16","96"
"2021-05-17","98"
"2021-05-18","104"
"2021-05-19","111"
"2021-05-20","115"
"2021-05-21","114"
"2021-05-22","118"
"2021-05-23","119"
"2021-05-24","122"
"2021-05-25","124"
"2021-05-26","129"
"2021-05-27","130"
"2021-05-28","130"
"2021-05-29","125"
"2021-05-30","126"
"2021-05-31","127"
"2021-06-01","142"
"2021-06-02","134"
"2021-06-03","132"
"2021-06-04","146"
"2021-06-05","147"
"2021-06-06","147"
"2021-06-07","150"
"2021-06-08","159"
"2021-06-09","149"
"2021-06-10","133"
"2021-06-11","126"
"2021-06-12","127"
"2021-06-13","128"
"2021-06-14","132"
"2021-06-15","136"
"2021-06-16","143"
"2021-06-17","138"
"2021-06-18","140"
"2021-06-19","141"
"2021-06-20","141"
"2021-06-21","144"
"2021-06-22","143"
"2021-06-23","139"
"2021-06-24","137"
"2021-06-25","135"
"2021-06-26","142"
"2021-06-27","144"
"2021-06-28","147"
"2021-06-29","152"
"2021-06-30","153"
"2021-07-01","149"
"2021-07-02","152"
"2021-07-03","149"
"2021-07-04","149"
"2021-07-05","154"
"2021-07-06","164"
"2021-07-07","158"
"2021-07-08","132"
"2021-07-09","128"
"2021-07-10","132"
"2021-07-11","133"
"2021-07-12","134"
"2021-07-13","128"
"2021-07-14","133"
"2021-07-15","127"
"2021-07-16","130"
"2021-07-17","132"
"2021-07-18","133"
"2021-07-19","136"
"2021-07-20","134"
"2021-07-21","137"
"2021-07-22","141"
"2021-07-23","135"
"2021-07-24","137"
"2021-07-25","150"
"2021-07-26","156"
"2021-07-27","157"
"2021-07-28","152"
"2021-07-29","151"
"2021-07-30","158"
"2021-07-31","152"
"2021-08-01","153"
"2021-08-02","153"
"2021-08-03","158"
"2021-08-04","150"
"2021-08-05","151"
"2021-08-06","159"
"2021-08-07","156"
"2021-08-08","156"
"2021-08-09","157"
"2021-08-10","157"
"2021-08-11","159"
"2021-08-12","161"
"2021-08-13","161"
"2021-08-14","157"
"2021-08-15","158"
"2021-08-16","161"
"2021-08-17","145"
"2021-08-18","143"
"2021-08-19","150"
"2021-08-20","147"
"2021-08-21","145"
"2021-08-22","146"
"2021-08-23","146"
"2021-08-24","148"
"2021-08-25","143"
"2021-08-26","134"
"2021-08-27","136"
"2021-08-28","132"
"2021-08-29","134"
"2021-08-30","140"
"2021-08-31","142"
"2021-09-01","136"
"2021-09-02","136"
"2021-09-03","139"
"2021-09-04","153"
"2021-09-05","154"
"2021-09-06","154"
"2021-09-07","145"
"2021-09-08","146"
"2021-09-09","150"
"2021-09-10","154"
"2021-09-11","150"
"2021-09-12","152"
"2021-09-13","156"
"2021-09-14","152"
"2021-09-15","164"
"2021-09-16","162"
"2021-09-17","159"
"2021-09-18","169"
"2021-09-19","171"
"2021-09-20","174"
"2021-09-21","168"
"2021-09-22","166"
"2021-09-23","164"
"2021-09-24","161"
"2021-09-25","161"
"2021-09-26","163"
"2021-09-27","159"
"2021-09-28","148"
"2021-09-29","155"
"2021-09-30","151"
"2021-10-01","143"
"2021-10-02","143"
"2021-10-03","140"
"2021-10-04","146"
"2021-10-05","153"
"2021-10-06","157"
"2021-10-07","146"
"2021-10-08","142"
"2021-10-09","139"
"2021-10-10","139"
"2021-10-11","144"
"2021-10-12","149"
"2021-10-13","149"
"2021-10-14","147"
"2021-10-15","147"
"2021-10-16","148"
"2021-10-17","149"
"2021-10-18","156"
"2021-10-19","152"
"2021-10-20","150"
"2021-10-21","150"
"2021-10-22","144"
"2021-10-23","143"
"2021-10-24","139"
"2021-10-25","143"
"2021-10-26","144"
"2021-10-27","143"
"2021-10-28","142"
"2021-10-29","123"
"2021-10-30","122"
"2021-10-31","124"
"2021-11-01","127"
"2021-11-02","124"
"2021-11-03","127"
"2021-11-04","128"
"2021-11-05","124"
"2021-11-06","122"
"2021-11-07","126"
"2021-11-08","132"
"2021-11-09","133"
"2021-11-10","125"
"2021-11-11","125"
"2021-11-12","128"
"2021-11-13","128"
"2021-11-14","130"
"2021-11-15","129"
"2021-11-16","134"
"2021-11-17","133"
"2021-11-18","126"
"2021-11-19","128"
"2021-11-20","132"
"2021-11-21","134"
"2021-11-22","133"
"2021-11-23","130"
"2021-11-24","132"
"2021-11-25","132"
"2021-11-26","132"
"2021-11-27","135"
"2021-11-28","135"
"2021-11-29","138"
"2021-11-30","133"
"2021-12-01","126"
"2021-12-02","127"
"2021-12-03","120"
"2021-12-04","108"
"2021-12-05","110"
"2021-12-06","113"
"2021-12-07","114"
"2021-12-08","112"
"2021-12-09","114"
"2021-12-10","110"
"2021-12-11","112"
"2021-12-12","111"
"2021-12-13","109"
"2021-12-14","112"
"2021-12-15","106"
"2021-12-16","108"
"2021-12-17","111"
"2021-12-18","113"
"2021-12-19","114"
"2021-12-20","118"
"2021-12-21","118"
"2021-12-22","122"
"2021-12-23","119"
"2021-12-24","119"
"2021-12-25","128"
"2021-12-26","128"
"2021-12-27","127"
"2021-12-28","122"
"2021-12-29","119"
"2021-12-30","116"
"2021-12-31","118"
"2022-01-01","122"
"2022-01-02","126"
"2022-01-03","140"
"2022-01-04","139"
"2022-01-05","141"
"2022-01-06","136"
"2022-01-07","139"
"2022-01-08","138"
"2022-01-09","139"
"2022-01-10","144"
"2022-01-11","142"
"2022-01-12","146"
"2022-01-13","151"
"2022-01-14","148"
"2022-01-15","155"
"2022-01-16","155"
"2022-01-17","149"
"2022-01-18","143"
"2022-01-19","147"
"2022-01-20","147"
"2022-01-21","136"
"2022-01-22","140"
"2022-01-23","142"
"2022-01-24","142"
"2022-01-25","143"
"2022-01-26","136"
"2022-01-27","136"
"2022-01-28","137"
"2022-01-29","138"
"2022-01-30","139"
"2022-01-31","139"
"2022-02-01","137"
"2022-02-02","127"
"2022-02-03","125"
"2022-02-04","122"
"2022-02-05","121"
"2022-02-06","121"
"2022-02-07","123"
"2022-02-08","116"
"2022-02-09","122"
"2022-02-10","101"
"2022-02-11","102"
"2022-02-12","97"
"2022-02-13","95"
"2022-02-14","95"
"2022-02-15","100"
"2022-02-16","99"
"2022-02-17","99"
"2022-02-18","98"
"2022-02-19","100"
"2022-02-20","101"
"2022-02-21","102"
"2022-02-22","102"
"2022-02-23","106"
"2022-02-24","125"
"2022-02-25","130"
"2022-02-26","121"
"2022-02-27","121"
"2022-02-28","124"
"2022-03-01","129"
"2022-03-02","125"
"2022-03-03","127"
"2022-03-04","129"
"2022-03-05","127"
"2022-03-06","127"
"2022-03-07","130"
"2022-03-08","133"
"2022-03-09","133"
"2022-03-10","131"
"2022-03-11","131"
"2022-03-12","129"
"2022-03-13","129"
"2022-03-14","130"
"2022-03-15","130"
"2022-03-16","125"
"2022-03-17","124"
"2022-03-18","123"
"2022-03-19","113"
"2022-03-20","114"
"2022-03-21","117"
"2022-03-22","119"
"2022-03-23","121"
"2022-03-24","120"
"2022-03-25","125"
"2022-03-26","122"
"2022-03-27","124"
"2022-03-28","130"
"2022-03-29","119"
"2022-03-30","121"
"2022-03-31","121"
"2022-04-01","112"
"2022-04-02","114"
"2022-04-03","117"
"2022-04-04","120"
"2022-04-05","121"
"2022-04-06","123"
"2022-04-07","123"
"2022-04-08","117"
"2022-04-09","112"
"2022-04-10","114"
"2022-04-11","122"
"2022-04-12","129"
"2022-04-13","130"
"2022-04-14","139"
"2022-04-15","133"
"2022-04-16","135"
"2022-04-17","135"
"2022-04-18","134"
"2022-04-19","134"
"2022-04-20","133"
"2022-04-21","131"
"2022-04-22","130"
"2022-04-23","122"
"2022-04-24","123"
"2022-04-25","129"
"2022-04-26","133"
"2022-04-27","133"
"2022-04-28","140"
"2022-04-29","136"
"2022-04-30","133"
"2022-05-01","134"
"2022-05-02","133"
"2022-05-03","146"
"2022-05-04","153"
"2022-05-05","152"
"2022-05-06","148"
"2022-05-07","135"
"2022-05-08","140"
"2022-05-09","143"
"2022-05-10","146"
"2022-05-11","145"
"2022-05-12","135"
"2022-05-13","131"
"2022-05-14","131"
"2022-05-15","133"
"2022-05-16","135"
"2022-05-17","135"
"2022-05-18","138"
"2022-05-19","136"
"2022-05-20","133"
"2022-05-21","135"
"2022-05-22","143"
"2022-05-23","151"
"2022-05-24","157"
"2022-05-25","146"
"2022-05-26","144"
"2022-05-27","146"
"2022-05-28","143"
"2022-05-29","144"
"2022-05-30","144"
"2022-05-31","144"
"2022-06-01","144"
"2022-06-02","131"
"2022-06-03","129"
"2022-06-04","138"
"2022-06-05","138"
"2022-06-06","138"
"2022-06-07","140"
"2022-06-08","132"
"2022-06-09","141"
"2022-06-10","143"
"2022-06-11","147"
"2022-06-12","155"
"2022-06-13","156"
"2022-06-14","159"
"2022-06-15","153"
"2022-06-16","146"
"2022-06-17","145"
"2022-06-18","151"
"2022-06-19","151"
"2022-06-20","154"
"2022-06-21","144"
"2022-06-22","151"
"2022-06-23","164"
"2022-06-24","155"
"2022-06-25","144"
"2022-06-26","144"
"2022-06-27","147"
"2022-06-28","144"
"2022-06-29","132"
"2022-06-30","127"
"2022-07-01","132"
"2022-07-02","137"
"2022-07-03","152"
"2022-07-04","152"
"2022-07-05","145"
"2022-07-06","168"
"2022-07-07","171"
"2022-07-08","172"
"2022-07-09","173"
"2022-07-10","173"
"2022-07-11","179"
"2022-07-12","186"
"2022-07-13","187"
"2022-07-14","184"
"2022-07-15","186"
"2022-07-16","179"
"2022-07-17","180"
"2022-07-18","183"
"2022-07-19","179"
"2022-07-20","178"
"2022-07-21","184"
"2022-07-22","194"
"2022-07-23","170"
"2022-07-24","168"
"2022-07-25","172"
"2022-07-26","175"
"2022-07-27","174"
"2022-07-28","168"
"2022-07-29","164"
"2022-07-30","163"
"2022-07-31","165"
"2022-08-01","166"
"2022-08-02","155"
"2022-08-03","159"
"2022-08-04","167"
"2022-08-05","167"
"2022-08-06","175"
"2022-08-07","175"
"2022-08-08","188"
"2022-08-09","184"
"2022-08-10","184"
"2022-08-11","197"
"2022-08-12","184"
"2022-08-13","185"
"2022-08-14","185"
"2022-08-15","186"
"2022-08-16","190"
"2022-08-17","185"
"2022-08-18","192"
"2022-08-19","190"
"2022-08-20","190"
"2022-08-21","194"
"2022-08-22","197"
"2022-08-23","203"
"2022-08-24","199"
"2022-08-25","197"
"2022-08-26","200"
"2022-08-27","196"
"2022-08-28","199"
"2022-08-29","199"
"2022-08-30","199"
"2022-08-31","193"
"2022-09-01","195"
"2022-09-02","190"
"2022-09-03","190"
"2022-09-04","190"
"2022-09-05","190"
"2022-09-06","180"
"2022-09-07","183"
"2022-09-08","179"
"2022-09-09","182"
"2022-09-10","176"
"2022-09-11","177"
"2022-09-12","181"
"2022-09-13","194"
"2022-09-14","191"
"2022-09-15","189"
"2022-09-16","189"
"2022-09-17","189"
"2022-09-18","190"
"2022-09-19","191"
"2022-09-20","193"
"2022-09-21","191"
"2022-09-22","185"
"2022-09-23","193"
"2022-09-24","190"
"2022-09-25","190"
"2022-09-26","195"
"2022-09-27","196"
"2022-09-28","197"
"2022-09-29","202"
"2022-09-30","205"
"2022-10-01","212"
"2022-10-02","212"
"2022-10-03","211"
"2022-10-04","204"
"2022-10-05","200"
"2022-10-06","198"
"2022-10-07","196"
"2022-10-08","190"
"2022-10-09","190"
"2022-10-10","195"
"2022-10-11","191"
"2022-10-12","192"
"2022-10-13","195"
"2022-10-14","206"
"2022-10-15","202"
"2022-10-16","202"
"2022-10-17","208"
"2022-10-18","200"
"2022-10-19","197"
"2022-10-20","185"
"2022-10-21","191"
"2022-10-22","193"
"2022-10-23","192"
"2022-10-24","194"
"2022-10-25","198"
"2022-10-26","202"
"2022-10-27","195"
"2022-10-28","188"
"2022-10-29","183"
"2022-10-30","183"
"2022-10-31","176"
"2022-11-01","174"
"2022-11-02","179"
"2022-11-03","179"
"2022-11-04","168"
"2022-11-05","166"
"2022-11-06","166"
"2022-11-07","166"
"2022-11-08","163"
"2022-11-09","165"
"2022-11-10","169"
"2022-11-11","168"
"2022-11-12","172"
"2022-11-13","172"
"2022-11-14","175"
"2022-11-15","187"
"2022-11-16","185"
"2022-11-17","187"
"2022-11-18","190"
"2022-11-19","187"
"2022-11-20","188"
"2022-11-21","191"
"2022-11-22","187"
"2022-11-23","186"
"2022-11-24","186"
"2022-11-25","187"
"2022-11-26","187"
"2022-11-27","187"
"2022-11-28","192"
"2022-11-29","195"
"2022-11-30","193"
"2022-12-01","196"
"2022-12-02","187"
"2022-12-03","185"
"2022-12-04","184"
"2022-12-05","186"
"2022-12-06","191"
"2022-12-07","192"
"2022-12-08","189"
"2022-12-09","183"
"2022-12-10","177"
"2022-12-11","177"
"2022-12-12","188"
"2022-12-13","176"
"2022-12-14","180"
"2022-12-15","181"
"2022-12-16","181"
"2022-12-17","176"
"2022-12-18","176"
"2022-12-19","178"
"2022-12-20","174"
"2022-12-21","179"
"2022-12-22","159"
"2022-12-23","150"
"2022-12-24","144"
"2022-12-25","143"
"2022-12-26","144"
"2022-12-27","149"
"2022-12-28","159"
"2022-12-29","154"
"2022-12-30","151"
"2022-12-31","150"
"2023-01-01","154"
"2023-01-02","155"
"2023-01-03","153"
"2023-01-04","149"
"2023-01-05","147"
"2023-01-06","152"
"2023-01-07","148"
"2023-01-08","150"
"2023-01-09","158"
"2023-01-10","166"
"2023-01-11","170"
"2023-01-12","173"
"2023-01-13","175"
"2023-01-14","171"
"2023-01-15","171"
"2023-01-16","171"
"2023-01-17","169"
"2023-01-18","154"
"2023-01-19","151"
"2023-01-20","152"
"2023-01-21","149"
"2023-01-22","147"
"2023-01-23","148"
"2023-01-24","147"
"2023-01-25","150"
"2023-01-26","142"
"2023-01-27","143"
"2023-01-28","143"
"2023-01-29","145"
"2023-01-30","147"
"2023-01-31","145"
"2023-02-01","140"
"2023-02-02","140"
"2023-02-03","148"
"2023-02-04","136"
"2023-02-05","136"
"2023-02-06","140"
"2023-02-07","136"
"2023-02-08","139"
"2023-02-09","134"
"2023-02-10","140"
"2023-02-11","138"
"2023-02-12","134"
"2023-02-13","133"
"2023-02-14","133"
"2023-02-15","132"
"2023-02-16","133"
"2023-02-17","136"
"2023-02-18","136"
"2023-02-19","138"
"2023-02-20","140"
"2023-02-21","141"
"2023-02-22","141"
"2023-02-23","145"
"2023-02-24","146"
"2023-02-25","142"
"2023-02-26","142"
"2023-02-27","142"
"2023-02-28","144"
"2023-03-01","144"
"2023-03-02","136"
"2023-03-03","136"
"2023-03-04","134"
"2023-03-05","134"
"2023-03-06","144"
"2023-03-07","138"
"2023-03-08","138"
"2023-03-09","140"
"2023-03-10","137"
"2023-03-11","134"
"2023-03-12","134"
"2023-03-13","136"
"2023-03-14","139"
"2023-03-15","143"
"2023-03-16","144"
"2023-03-17","142"
"2023-03-18","139"
"2023-03-19","140"
"2023-03-20","142"
"2023-03-21","142"
"2023-03-22","131"
"2023-03-23","133"
"2023-03-24","125"
"2023-03-25","135"
"2023-03-26","138"
"2023-03-27","142"
"2023-03-28","140"
"2023-03-29","140"
"2023-03-30","152"
"2023-03-31","154"
"2023-04-01","160"
"2023-04-02","165"
"2023-04-03","170"
"2023-04-04","162"
"2023-04-05","154"
"2023-04-06","155"
"2023-04-07","149"
"2023-04-08","154"
"2023-04-09","154"
"2023-04-10","156"
"2023-04-11","160"
"2023-04-12","148"
"2023-04-13","152"
"2023-04-14","147"
"2023-04-15","143"
"2023-04-16","145"
"2023-04-17","148"
"2023-04-18","143"
"2023-04-19","135"
"2023-04-20","136"
"2023-04-21","139"
"2023-04-22","144"
"2023-04-23","144"
"2023-04-24","149"
"2023-04-25","152"
"2023-04-26","150"
"2023-04-27","159"
"2023-04-28","158"
"2023-04-29","157"
"2023-04-30","157"
"2023-05-01","161"
"2023-05-02","160"
"2023-05-03","157"
"2023-05-04","156"
"2023-05-05","159"
"2023-05-06","158"
"2023-05-07","159"
"2023-05-08","162"
"2023-05-09","159"
"2023-05-10","164"
"2023-05-11","158"
"2023-05-12","173"
"2023-05-13","175"
"2023-05-14","168"
"2023-05-15","170"
"2023-05-16","161"
"2023-05-17","155"
"2023-05-18","152"
"2023-05-19","153"
"2023-05-20","156"
"2023-05-21","155"
"2023-05-22","158"
"2023-05-23","151"
"2023-05-24","150"
"2023-05-25","161"
"2023-05-26","170"
"2023-05-27","172"
"2023-05-28","172"
"2023-05-29","172"
"2023-05-30","172"
"2023-05-31","176"
"2023-06-01","174"
"2023-06-02","182"
"2023-06-03","186"
"2023-06-04","185"
"2023-06-05","191"
"2023-06-06","185"
"2023-06-07","188"
"2023-06-08","190"
"2023-06-09","197"
"2023-06-10","197"
"2023-06-11","197"
"2023-06-12","199"
"2023-06-13","206"
"2023-06-14","206"
"2023-06-15","200"
"2023-06-16","209"
"2023-06-17","208"
"2023-06-18","208"
"2023-06-19","211"
"2023-06-20","219"
"2023-06-21","222"
"2023-06-22","222"
"2023-06-23","216"
"2023-06-24","206"
"2023-06-25","201"
"2023-06-26","205"
"2023-06-27","210"
"2023-06-28","208"
"2023-06-29","229"
"2023-06-30","220"
"2023-07-01","218"
"2023-07-02","221"
"2023-07-03","224"
"2023-07-04","226"
"2023-07-05","232"
"2023-07-06","234"
"2023-07-07","229"
"2023-07-08","230"
"2023-07-09","233"
"2023-07-10","238"
"2023-07-11","230"
"2023-07-12","239"
"2023-07-13","240"
"2023-07-14","242"
"2023-07-15","234"
"2023-07-16","237"
"2023-07-17","249"
"2023-07-18","235"
"2023-07-19","236"
"2023-07-20","229"
"2023-07-21","223"
"2023-07-22","220"
"2023-07-23","222"
"2023-07-24","226"
"2023-07-25","223"
"2023-07-26","225"
"2023-07-27","236"
"2023-07-28","231"
"2023-07-29","234"
"2023-07-30","233"
"2023-07-31","234"
"2023-08-01","233"
"2023-08-02","230"
"2023-08-03","229"
"2023-08-04","226"
"2023-08-05","222"
"2023-08-06","225"
"2023-08-07","225"
"2023-08-08","225"
"2023-08-09","223"
"2023-08-10","219"
"2023-08-11","221"
"2023-08-12","216"
"2023-08-13","218"
"2023-08-14","220"
"2023-08-15","213"
"2023-08-16","222"
"2023-08-17","226"
"2023-08-18","221"
"2023-08-19","215"
"2023-08-20","215"
"2023-08-21","219"
"2023-08-22","215"
"2023-08-23","207"
"2023-08-24","209"
"2023-08-25","211"
"2023-08-26","209"
"2023-08-27","212"
"2023-08-28","214"
"2023-08-29","221"
"2023-08-30","219"
"2023-08-31","215"
"2023-09-01","222"
"2023-09-02","226"
"2023-09-03","227"
"2023-09-04","227"
"2023-09-05","238"
"2023-09-06","239"
"2023-09-07","234"
"2023-09-08","236"
"2023-09-09","230"
"2023-09-10","239"
"2023-09-11","240"
"2023-09-12","239"
"2023-09-13","245"
"2023-09-14","248"
"2023-09-15","243"
"2023-09-16","239"
"2023-09-17","240"
"2023-09-18","239"
"2023-09-19","226"
"2023-09-20","229"
"2023-09-21","225"
"2023-09-22","235"
"2023-09-23","233"
"2023-09-24","233"
"2023-09-25","243"
"2023-09-26","232"
"2023-09-27","238"
"2023-09-28","242"
"2023-09-29","235"
"2023-09-30","238"
"2023-10-01","239"
"2023-10-02","238"
"2023-10-03","235"
"2023-10-04","236"
"2023-10-05","238"
"2023-10-06","234"
"2023-10-07","228"
"2023-10-08","236"
"2023-10-09","237"
"2023-10-10","252"
"2023-10-11","254"
"2023-10-12","262"
"2023-10-13","259"
"2023-10-14","262"
"2023-10-15","262"
"2023-10-16","265"
"2023-10-17","277"
"2023-10-18","284"
"2023-10-19","279"
"2023-10-20","275"
"2023-10-21","269"
"2023-10-22","273"
"2023-10-23","281"
"2023-10-24","274"
"2023-10-25","273"
"2023-10-26","271"
"2023-10-27","258"
"2023-10-28","250"
"2023-10-29","251"
"2023-10-30","261"
"2023-10-31","254"
"2023-11-01","259"
"2023-11-02","256"
"2023-11-03","254"
"2023-11-04","247"
"2023-11-05","251"
"2023-11-06","257"
"2023-11-07","250"
"2023-11-08","251"
"2023-11-09","247"
"2023-11-10","247"
"2023-11-11","238"
"2023-11-12","240"
"2023-11-13","257"
"2023-11-14","254"
"2023-11-15","251"
"2023-11-16","247"
"2023-11-17","249"
"2023-11-18","237"
"2023-11-19","240"
"2023-11-20","240"
"2023-11-21","264"
"2023-11-22","245"
"2023-11-23","245"
"2023-11-24","245"
"2023-11-25","253"
"2023-11-26","253"
"2023-11-27","256"
"2023-11-28","249"
"2023-11-29","250"
"2023-11-30","253"
"2023-12-01","253"
"2023-12-02","249"
"2023-12-03","249"
"2023-12-04","257"
"2023-12-05","260"
"2023-12-06","264"
"2023-12-07","273"
"2023-12-08","273"
"2023-12-09","258"
"2023-12-10","257"
"2023-12-11","274"
"2023-12-12","268"
"2023-12-13","257"
"2023-12-14","252"
"2023-12-15","255"
"2023-12-16","239"
"2023-12-17","239"
"2023-12-18","240"
"2023-12-19","243"
"2023-12-20","236"
"2023-12-21","235"
"2023-12-22","235"
"2023-12-23","231"
"2023-12-24","225"
"2023-12-25","225"
"2023-12-26","226"
"2023-12-27","219"
"2023-12-28","209"
"2023-12-29","209"
"2023-12-30","213"
"2023-12-31","215"
"2024-01-01","215"
"2024-01-02","210"
"2024-01-03","210"
"2024-01-04","210"
"2024-01-05","214"
"2024-01-06","210"
"2024-01-07","211"
"2024-01-08","211"
"2024-01-09","204"
"2024-01-10","200"
"2024-01-11","202"
"2024-01-12","205"
"2024-01-13","199"
"2024-01-14","203"
"2024-01-15","203"
"2024-01-16","194"
"2024-01-17","192"
"2024-01-18","191"
"2024-01-19","194"
"2024-01-20","200"
"2024-01-21","202"
"2024-01-22","208"
